frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,92585.111649,56385.000000,37.483330
4,207146.403626,124314.000000,34.029399
8,275556.103177,258825.000000,51.019604
16,278133.019306,216854.000000,28.178006
32,379401.849260,216315.000000,82.849261
64,160874.835400,95930.000000,416.431267
128,57935.722322,22781.000000,1614.050185
256,283057.666308,224492.000000,40534.431179
512,375244.389545,239343.000000,7229.958022
1024,144124.914938,104497.000000,3174.490668
2048,342012.075211,182482.000000,2093.637027
4096,253261.497465,92004.000000,14932.422242
8192,427482.726947,103902.000000,34836.272806
16384,164546.750178,76891.000000,89671.321413
32768,1198040.179218,135839.000000,1057834.548990
65536,546422.424261,216653.000000,196353.046350
