frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,127269.954227,84686.000000,262.764153
4,143487.706341,113779.000000,71.309186
8,241448.085060,175232.000000,76.544105
16,379401.074740,204306.000000,296.376450
32,287692.019632,211376.000000,655.389960
64,323744.718128,256357.000000,59.042358
128,199668.836970,138830.000000,2982.463076
256,169398.527175,87219.000000,4258.288154
512,361930.563100,181428.000000,5514.303038
1024,467691.866015,284947.000000,1609.280274
2048,128431.568981,58994.000000,16803.698194
4096,332790.908910,185591.000000,91426.031282
8192,1017457.248157,299651.000000,329007.199380
16384,372112.432022,105658.000000,319874.270411
32768,674145.359094,213976.000000,342312.422718
65536,636604.287209,244952.000000,488082.019495
