frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2593083.303197,301971.000000,0.000000
4,2837382.533384,293434.000000,0.000000
8,2496433.971763,252861.000000,0.000000
16,3681568.128181,300106.000000,0.000000
32,3992240.981862,302662.000000,0.000000
64,4262405.973237,308291.000000,0.000000
128,4337724.331788,299648.000000,0.000000
256,4717686.717315,275241.000000,0.000000
512,4800128.237834,297804.000000,0.000000
1024,3578810.324672,302349.000000,0.000000
2048,4277223.019145,300039.000000,0.000000
4096,5411122.032685,293884.000000,0.000000
8192,6013691.455338,264080.000000,0.000000
16384,8713160.436729,273048.000000,0.000000
32768,2229942.478228,213829.000000,0.000000
65536,4248807.778778,248281.000000,0.000000
