frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2697929.034802,303566.000000,69.720872
4,2749575.089198,281297.000000,19065.006111
8,3305960.373532,305833.000000,104456.174662
16,3569195.658336,285740.000000,52121.248105
32,3367257.449530,273220.000000,84126.864330
64,3229118.677477,301485.000000,96995.264137
128,4965082.430630,295259.000000,372122.028706
256,4304600.836659,295528.000000,405813.885223
512,4267558.193927,290741.000000,431331.133258
1024,5266578.649678,307408.000000,838587.236765
2048,5408208.210853,301760.000000,882322.284584
4096,6212929.817733,302384.000000,1374264.703253
8192,5032958.642940,180669.000000,2339373.408549
16384,4084410.117596,232291.000000,1389122.554102
32768,3370410.739013,179109.000000,1989370.188293
65536,13316384.873288,304608.000000,12130689.558685
