frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2843651.465446,252276.000000,69965.579895
4,2406135.482763,245515.000000,9649.139651
8,3570225.924042,273606.000000,6203.523757
16,3220628.605462,274505.000000,134803.187273
32,3668093.379917,296862.000000,150775.523266
64,6906896.634402,195826.000000,93812.431458
128,4215775.651993,292919.000000,47105.764976
256,7556122.252889,306298.000000,620900.670120
512,3856080.174713,168542.000000,427676.185529
1024,5971095.845693,239333.000000,492117.532950
2048,6300281.238513,305015.000000,1096312.685446
4096,10358113.366161,284339.000000,1491425.793969
8192,5526383.334822,304669.000000,1515192.217246
16384,4479571.429748,293953.000000,1936961.939321
32768,10318932.673594,280226.000000,4910764.850721
65536,4127792.947871,129097.000000,4127697.663441
