frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,4028144.988591,276066.000000,84575.088578
4,2987877.018251,301230.000000,112319.589449
8,2956958.582087,294207.000000,67267.839820
16,2923289.922344,271604.000000,108152.583769
32,4194186.925321,251174.000000,78353.612846
64,4177689.979629,305477.000000,206331.924995
128,5809754.568550,270884.000000,367931.086187
256,6495230.119868,239763.000000,804240.677638
512,5292222.478826,297853.000000,464853.806114
1024,8629502.024726,298175.000000,2259983.460522
2048,9857738.762123,255880.000000,1003206.429812
4096,9437397.480165,243328.000000,1234725.014341
8192,2965332.180102,305014.000000,183196.694392
16384,7745803.347572,303571.000000,1959669.717079
32768,4378106.956702,166817.000000,1875676.526189
65536,5946983.326312,163814.000000,2978910.486057
