frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2717635.215075,282383.000000,10218.681324
4,3256784.376412,297202.000000,42636.459034
8,3637509.618186,296966.000000,221.634835
16,3111868.185556,284029.000000,4209.890616
32,4358241.460069,301435.000000,194299.601147
64,4948920.694937,306351.000000,120226.593872
128,5263371.404230,301946.000000,447116.828748
256,4851794.633196,283893.000000,355375.806412
512,5491801.599216,299757.000000,414438.547922
1024,4568184.105398,300770.000000,1291796.930452
2048,2025930.564550,224537.000000,382763.582943
4096,5747324.907576,305692.000000,1463673.924035
8192,6464527.022934,221258.000000,2266245.123679
16384,3603863.468071,202520.000000,482251.895729
32768,9792767.905815,305455.000000,4528644.879227
65536,2151043.315506,183833.000000,0.000000
