frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,630144.755884,78123.000000,0.000000
4,2252072.029689,241840.000000,0.000000
8,1491308.609229,296905.000000,0.000000
16,1809088.835906,213556.000000,0.000000
32,4376313.879593,295491.000000,0.000000
64,6186611.557613,260979.000000,0.000000
128,6027130.633765,229187.000000,0.000000
256,6141079.256803,217364.000000,0.000000
512,5358855.294245,262678.000000,0.000000
1024,6617803.781769,267913.000000,0.000000
2048,6579135.176363,291098.000000,0.000000
4096,4359964.256961,305886.000000,0.000000
8192,6200278.385005,282598.000000,0.000000
16384,3539853.765087,142618.000000,0.000000
32768,11538279.892581,289710.000000,0.000000
65536,3551362.704498,145644.000000,0.000000
