frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1424581.941153,291244.000000,7210.804185
4,2960840.783022,271947.000000,65413.053147
8,3481299.723753,271437.000000,83721.270547
16,2506703.595628,286132.000000,174207.742899
32,4111496.295177,286091.000000,50238.999055
64,6373513.536755,287122.000000,423754.864166
128,6956306.300664,296623.000000,460017.957199
256,7288004.874387,306902.000000,644135.853931
512,2821154.295720,294064.000000,101664.245573
1024,4120783.789415,267577.000000,453337.205493
2048,5801752.689026,289964.000000,625934.957746
4096,4337844.130101,304877.000000,716512.605769
8192,10680481.531892,303361.000000,1318341.318204
16384,6052456.879654,170240.000000,4992420.582041
32768,1267747.191582,121457.000000,899909.908555
65536,12814538.682085,304814.000000,9509512.943463
