frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2673106.662868,287646.000000,53462.214516
4,2685582.118485,296098.000000,50338.022528
8,3725313.396797,282597.000000,113335.702680
16,4882999.943680,276009.000000,87152.407660
32,4056336.363094,306609.000000,158153.894653
64,5034326.488490,296383.000000,286723.039941
128,5593376.204379,289836.000000,47850.192842
256,5789071.401044,252420.000000,430728.906189
512,8003172.630946,302362.000000,909508.422803
1024,2630453.249425,240346.000000,498143.615961
2048,5911816.528459,291131.000000,1156839.375265
4096,2406140.387904,62584.000000,948385.455393
8192,3641690.125257,126079.000000,1757038.203448
16384,3432562.736466,226558.000000,1373502.621281
32768,9852842.174543,294244.000000,7353823.365009
65536,7951728.109037,186679.000000,4865292.777031
