frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2132042.562301,288227.000000,0.000000
4,1528728.545518,279808.000000,0.000000
8,3119778.489019,301162.000000,0.000000
16,2388604.563028,303810.000000,0.000000
32,2456305.713695,293971.000000,0.000000
64,3039319.542096,308481.000000,0.000000
128,3964997.276156,306372.000000,0.000000
256,3247914.610769,293082.000000,0.000000
512,5122560.082547,306942.000000,0.000000
1024,8077022.316205,303880.000000,0.000000
2048,4939494.858027,291901.000000,0.000000
4096,6378913.083225,300525.000000,0.000000
8192,5896774.120510,247259.000000,0.000000
16384,3640653.273984,270302.000000,0.000000
32768,2646898.275362,144521.000000,0.000000
65536,192472.706247,31396.000000,0.000000
