frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2919753.722216,298252.000000,24.000000
4,3305285.291283,303480.000000,11514.788882
8,810074.233277,154865.000000,22862.164115
16,1862649.439854,290826.000000,14504.374375
32,2868700.179509,273703.000000,79975.392122
64,4189791.029377,300415.000000,223599.848327
128,4881776.010778,301180.000000,95151.099899
256,4431385.269002,294680.000000,441446.456321
512,4511193.087815,301177.000000,530429.163513
1024,5299444.314931,290329.000000,782564.345287
2048,6315787.328490,303199.000000,1772066.354883
4096,5775588.097392,268996.000000,924034.670903
8192,4483605.905181,199618.000000,1405237.126918
16384,7771401.930742,269561.000000,3382141.187461
32768,6118548.075171,277660.000000,3219800.335873
65536,9372162.136557,305981.000000,6793822.907521
