frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1898435.267891,275352.000000,14704.028598
4,2855974.218115,292039.000000,2442.812928
8,2678272.632269,276462.000000,81668.327398
16,1956429.811647,287005.000000,243759.851944
32,2552702.975010,294093.000000,30647.469096
64,3991829.050730,299469.000000,211234.975807
128,5520070.191355,302783.000000,434820.434895
256,4333445.590788,306268.000000,89638.571106
512,4168017.776678,290519.000000,383478.567687
1024,4169746.313627,299476.000000,463361.348003
2048,2283927.450131,173348.000000,384786.538022
4096,6408185.056647,306999.000000,1639457.758689
8192,3595315.682638,237599.000000,1482123.667590
16384,4493276.622260,286674.000000,1808310.568296
32768,9109473.778526,303435.000000,6948879.980940
65536,12151620.294843,259881.000000,9518042.220877
