frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2287320.381918,270655.000000,0.000000
4,2941200.026361,256627.000000,0.000000
8,2978874.982276,281197.000000,0.000000
16,3154692.254298,306715.000000,0.000000
32,2253153.941935,247244.000000,0.000000
64,3955352.592212,274169.000000,0.000000
128,6298412.162005,292980.000000,0.000000
256,3585601.550090,236102.000000,0.000000
512,8365992.871274,304816.000000,0.000000
1024,7970300.999427,305253.000000,0.000000
2048,4305361.687055,273246.000000,0.000000
4096,8165997.541006,274576.000000,0.000000
8192,8400649.679043,278018.000000,0.000000
16384,2106569.633527,131525.000000,0.000000
32768,5827104.032654,252005.000000,0.000000
65536,497011.788713,23915.000000,0.000000
