frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3528552.069124,279777.000000,68156.657261
4,2064811.197325,247901.000000,28158.411070
8,3316700.228134,189498.000000,28624.762899
16,4014547.841725,299578.000000,95976.566932
32,3783960.128333,266445.000000,87531.741203
64,5118727.950044,294351.000000,151703.741061
128,5149285.547670,303958.000000,321506.578080
256,5952539.623214,255507.000000,151915.018705
512,8726673.805195,268548.000000,763097.569142
1024,7832682.275326,249477.000000,465128.071638
2048,5829075.628157,305024.000000,1677382.918194
4096,1898133.168502,76875.000000,849995.067714
8192,3170420.412809,176683.000000,1015173.885480
16384,3472451.297679,304821.000000,994600.456148
32768,5577576.203028,204731.000000,3222561.071348
65536,5390761.038720,297428.000000,0.000000
