frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3517121.721350,305734.000000,35191.007275
4,2548037.819550,302744.000000,4888.186780
8,2880152.316909,279567.000000,45815.083422
16,2342305.820600,232518.000000,50946.549814
32,3567797.227248,306030.000000,96392.349479
64,4168334.593530,301849.000000,112166.188038
128,5244598.183892,304552.000000,181263.733438
256,3610326.789615,306666.000000,180382.443203
512,5076260.344056,303346.000000,613146.179041
1024,5044087.971321,295624.000000,542314.201313
2048,4753104.518763,251641.000000,1376689.407817
4096,3139720.864975,212761.000000,475818.134081
8192,3655595.135011,288989.000000,394150.398697
16384,4061015.253921,276027.000000,984512.874646
32768,9389767.165762,275508.000000,6978708.719311
65536,9710042.242251,307421.000000,8371592.103438
