frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3161656.151866,306221.000000,75075.041392
4,2166723.927307,300216.000000,40519.384682
8,1520190.569027,242932.000000,13980.307507
16,2710170.425245,303570.000000,68473.167986
32,3323099.048172,279646.000000,27634.371967
64,4925433.405038,295170.000000,252371.067952
128,2804421.060885,295213.000000,114644.834833
256,4729003.329305,306452.000000,409133.752977
512,3225998.594979,293468.000000,376527.828357
1024,2871540.106757,291731.000000,301348.851186
2048,7158056.755084,298911.000000,1301806.388848
4096,4713698.540602,272577.000000,1457117.233195
8192,3575003.321884,275422.000000,1013660.580825
16384,3154966.413583,227766.000000,1973778.665393
32768,4250902.857579,301894.000000,2294463.916438
65536,8317917.491280,252067.000000,6620911.942541
