frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2693271.107820,303218.000000,66386.096135
4,1341040.664878,258205.000000,6637.202423
8,2057122.415775,278042.000000,9839.514521
16,3580487.387628,260455.000000,162875.493304
32,2321023.189752,223445.000000,6372.061127
64,3860656.649970,293088.000000,62026.439951
128,4618588.217931,307692.000000,95103.713392
256,5648549.756467,303839.000000,480184.006123
512,4232798.075455,281737.000000,568739.380729
1024,5381460.122400,296427.000000,222767.416159
2048,8480676.569003,305577.000000,920577.465930
4096,6675688.382502,291878.000000,1553441.342663
8192,3696011.219390,230483.000000,2069326.746040
16384,8183213.360037,306604.000000,3756050.691028
32768,3820421.159142,184569.000000,1286158.122804
65536,4758282.142605,181095.000000,4099201.738057
