frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2237151.856776,289978.000000,0.000000
4,3111126.632922,288142.000000,0.000000
8,3029405.010737,299438.000000,0.000000
16,3113569.164736,299201.000000,0.000000
32,3828045.235281,302109.000000,0.000000
64,4997506.062203,302765.000000,0.000000
128,4326993.678174,252900.000000,0.000000
256,4231743.041467,301371.000000,0.000000
512,5687903.499489,295912.000000,0.000000
1024,4126166.896130,302419.000000,0.000000
2048,4239267.880838,303276.000000,0.000000
4096,4455125.178200,298260.000000,0.000000
8192,3720558.895024,263153.000000,0.000000
16384,3984030.428302,232080.000000,0.000000
32768,2319455.683240,247932.000000,0.000000
65536,6041637.758984,250915.000000,0.000000
