frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3264671.622988,296743.000000,59430.440836
4,2623694.978981,284650.000000,14846.158560
8,2734042.995694,278746.000000,171773.386780
16,3773605.249157,303291.000000,148364.691433
32,4580235.889796,287824.000000,241871.511427
64,4786032.803901,302923.000000,327809.043495
128,4617769.013181,298584.000000,283366.160171
256,5330692.334215,293419.000000,308255.726373
512,5242309.320182,298266.000000,743423.521835
1024,4335324.845590,298750.000000,457081.477318
2048,5053204.380344,295460.000000,571292.614944
4096,5395959.639864,259598.000000,1652880.884156
8192,1382681.695978,85172.000000,613645.947361
16384,2394687.056813,174676.000000,1079299.901471
32768,7087891.706312,288362.000000,4449575.935204
65536,2463190.371244,135320.000000,2240240.759375
