frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2412260.852338,276246.000000,0.000000
4,1627573.044024,295236.000000,0.000000
8,1457145.495232,147634.000000,0.000000
16,3674431.785802,304274.000000,0.000000
32,3446418.774294,295472.000000,0.000000
64,4193069.934248,228938.000000,0.000000
128,6311896.101746,297705.000000,0.000000
256,5539407.471347,266933.000000,0.000000
512,5936136.394417,296598.000000,0.000000
1024,7685037.512449,238228.000000,0.000000
2048,4690168.717164,192434.000000,0.000000
4096,6341759.858588,283187.000000,0.000000
8192,2245794.804353,185771.000000,0.000000
16384,9447834.237622,271326.000000,0.000000
32768,6137002.946735,222127.000000,0.000000
65536,7272025.429612,191945.000000,0.000000
