frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1559617.465669,161168.000000,15550.304788
4,2315490.289876,293785.000000,15184.591038
8,2284444.685593,293623.000000,49156.396990
16,1520933.004636,184396.000000,12602.383068
32,2228725.968799,300203.000000,81193.683172
64,3834018.212196,299939.000000,212175.389987
128,5400365.982114,296015.000000,253804.676862
256,4707604.390274,304945.000000,376197.372290
512,3321237.708625,290972.000000,440562.498658
1024,5094365.515946,293838.000000,263923.610484
2048,4340240.497396,304305.000000,1206698.531434
4096,3504560.834462,256961.000000,926641.254177
8192,3851009.329008,296277.000000,458328.036112
16384,2022508.425421,155781.000000,630782.662970
32768,2724203.244045,185688.000000,749478.802331
65536,12891002.415934,303321.000000,11822943.715763
