frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2005221.454624,287312.000000,0.000000
4,1556543.259244,182740.000000,0.000000
8,2620388.842430,269741.000000,0.000000
16,3653731.786840,260156.000000,0.000000
32,3099377.097556,304884.000000,0.000000
64,4638886.783795,300772.000000,0.000000
128,3695479.887817,241843.000000,0.000000
256,4884961.079546,299305.000000,0.000000
512,4708137.697964,256617.000000,0.000000
1024,5321619.004871,295777.000000,0.000000
2048,4398292.802303,301327.000000,0.000000
4096,5514163.819932,246575.000000,0.000000
8192,4042888.533661,273576.000000,0.000000
16384,6032846.392137,206699.000000,0.000000
32768,3053622.519958,146967.000000,0.000000
65536,9982983.417993,250593.000000,0.000000
