frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2790960.242738,201418.000000,36246.391931
4,2891144.291703,286905.000000,80883.210699
8,1578878.311034,207740.000000,44996.104731
16,3726239.480119,274099.000000,73920.917466
32,1138175.414145,105757.000000,32221.086682
64,6179947.684881,257266.000000,295335.125204
128,5319773.144657,299915.000000,154651.455069
256,5145035.559475,172259.000000,369323.250630
512,6036646.538994,281462.000000,451795.539514
1024,6481309.561905,290747.000000,696830.969503
2048,6737587.125467,240926.000000,2006814.046421
4096,7800692.602083,247913.000000,2276202.400958
8192,5951162.111610,300220.000000,1553736.498822
16384,6338296.728863,221852.000000,2314094.413016
32768,10476531.809249,302469.000000,8626227.091905
65536,7179681.572912,198588.000000,6138058.410442
