frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3521478.707863,245588.000000,16.000000
4,2626377.543433,284239.000000,2720.203485
8,3881902.330814,266460.000000,128995.533775
16,2527210.751424,154992.000000,94174.488175
32,4938979.779959,264372.000000,250322.624747
64,4607204.010922,302127.000000,149801.997647
128,5691084.422881,305888.000000,261601.952596
256,5321845.750047,273316.000000,311231.163363
512,4890901.129417,247370.000000,141794.776688
1024,5323418.243665,292101.000000,693498.143876
2048,5118816.212619,173914.000000,1315290.973005
4096,7596312.369144,165314.000000,2366125.421406
8192,2052242.475949,163160.000000,563974.364839
16384,2018031.523149,224860.000000,1020726.223896
32768,2581036.518312,133293.000000,0.000000
65536,565738.798553,21839.000000,0.000000
