frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1490262.480983,202918.000000,0.000000
4,3216358.531709,276174.000000,0.000000
8,1658954.880277,217429.000000,0.000000
16,3313748.180467,296541.000000,0.000000
32,3970053.211347,272331.000000,0.000000
64,2029464.517125,276233.000000,0.000000
128,3944145.023042,303618.000000,0.000000
256,1874892.782817,145240.000000,0.000000
512,6804987.938619,305198.000000,0.000000
1024,5085638.989027,290504.000000,0.000000
2048,4554756.393023,303331.000000,0.000000
4096,8257935.162610,257107.000000,0.000000
8192,7303749.089769,305253.000000,0.000000
16384,8300239.223999,263469.000000,0.000000
32768,6495817.999668,252362.000000,0.000000
65536,8972789.569021,256433.000000,0.000000
