frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2979852.035560,299256.000000,0.000000
4,3044427.023745,292601.000000,0.000000
8,3273440.462163,304671.000000,0.000000
16,2654491.764431,243699.000000,0.000000
32,3913618.245867,307043.000000,0.000000
64,3633878.708753,303738.000000,0.000000
128,3580058.598893,297899.000000,0.000000
256,5434924.581093,305517.000000,0.000000
512,2972294.445887,254056.000000,0.000000
1024,5482652.481532,303556.000000,0.000000
2048,4670562.063733,296558.000000,0.000000
4096,5670158.368775,280128.000000,0.000000
8192,2964334.127706,283515.000000,0.000000
16384,1855709.280957,147270.000000,0.000000
32768,4716420.441235,241244.000000,0.000000
65536,4889979.113035,197926.000000,0.000000
