frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,615951.050482,95310.000000,0.000000
4,2285212.465700,270970.000000,0.000000
8,1262895.490718,265725.000000,0.000000
16,1729444.299438,288784.000000,0.000000
32,2313881.369763,270454.000000,0.000000
64,6039677.806857,267550.000000,0.000000
128,5842149.911024,267489.000000,0.000000
256,2294340.717358,286634.000000,0.000000
512,4901765.851896,303894.000000,0.000000
1024,1774924.109802,99682.000000,0.000000
2048,5461538.977220,263250.000000,0.000000
4096,7716048.461411,281081.000000,0.000000
8192,7984308.109835,281143.000000,0.000000
16384,5579123.851831,259918.000000,0.000000
32768,2422084.842832,131746.000000,0.000000
65536,11145039.470578,227737.000000,0.000000
