arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
32,4.639000,32768,28636.284972
32,5.649000,4096,22583.207677
32,16.772000,64,10656.282325
32,4.073000,262144,21487.678539
32,7.918000,512,18800.102792
