arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
26,16.772000,64,84709.535945
26,7.918000,512,93759.065567
26,4.639000,32768,27076.134048
26,5.649000,4096,45770.794367
26,4.073000,262144,8795.504931
