arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
32,16.772000,64,7345.732911
32,5.649000,4096,16841.105546
32,4.639000,32768,40208.899139
32,7.918000,512,10989.588664
32,4.073000,262144,10773.268399
