arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
40,4.639000,32768,24389.290232
40,4.073000,262144,4984.637600
40,5.649000,4096,16226.703454
40,7.918000,512,8445.410470
40,16.772000,64,3693.483180
