arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
36,4.073000,262144,7491.868058
36,16.772000,64,8376.024415
36,7.918000,512,6026.138979
36,4.639000,32768,5025.144575
36,5.649000,4096,15826.043567
