arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
28,4.639000,32768,46650.135284
28,16.772000,64,51663.150039
28,7.918000,512,63015.410671
28,4.073000,262144,7669.868904
28,5.649000,4096,14331.731647
