arrival_rate,bp_parameter_L,bp_parameter_H,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
40,9.800000,32768,22299227.970489,8216648.103628,5520728.055912,5520092.939410,5523943.005001,5522784.958268
40,8.500000,262144,31949305.366944,10257226.966558,3519652.547864,3539007.254970,3542672.796585,3539018.334526
40,12.400000,4096,29654861.799197,13527153.504599,11491200.621998,11497945.745904,11498498.349217,11488601.666475
40,18.900000,512,68774932.693665,66676836.604231,64258481.553749,60904272.711349,53344463.707750,32973426.989644
40,56.300000,64,93240961.201450,93240961.201450,93240961.201450,93240961.201450,93240961.201450,93240961.201450
40,60.000000,18,94180335.937033,94180335.937033,94180335.937033,94180335.937033,94180335.937033,94180335.937033
40,60.000000,24,95257138.601080,95257138.601080,95257138.601080,95257138.601080,95257138.601080,95257138.601080
40,60.000000,12,93148351.764079,93148351.764079,93148351.764079,93148351.764079,93148351.764079,93148351.764079
