arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
28,56.300000,64,18496725.041213,18496725.041213,18496725.041213,18496725.041213,18496725.041213,18496725.041213
28,60.000000,24,18534142.819320,18534142.819320,18534142.819320,18534142.819320,18534142.819320,18534142.819320
28,60.000000,12,18936377.487688,18936377.487688,18936377.487688,18936377.487688,18936377.487688,18936377.487688
28,60.000000,18,18283238.205349,18283238.205349,18283238.205349,18283238.205349,18283238.205349,18283238.205349
28,12.400000,4096,5885260.438464,4903823.670318,3879403.241514,3879389.331768,3902717.821485,3879372.754592
28,18.900000,512,15158964.110260,14941589.368039,14281669.637255,14299944.485275,15078724.811384,8601242.945555
28,9.800000,32768,6579156.171761,2274765.067062,2234450.461444,2236834.782564,2233249.239535,2228534.432661
28,8.500000,262144,2535767.171233,1284843.709931,1285645.833602,1379533.447151,1380152.386996,1284773.798136
