arrival_rate,bp_parameter_L,bp_parameter_H,RFDynamic_njobs100_mode1_L2_norm_flow_time,RFDynamic_njobs100_mode2_L2_norm_flow_time,RFDynamic_njobs100_mode3_L2_norm_flow_time,RFDynamic_njobs100_mode4_L2_norm_flow_time,RFDynamic_njobs100_mode5_L2_norm_flow_time,RFDynamic_njobs100_mode6_L2_norm_flow_time
36,8.500000,262144,22603386.696546,11275876.242795,4235172.071260,4244377.295151,4232292.888652,4251249.778068
36,9.800000,32768,24887931.080008,7656607.848621,7656043.170980,7654445.924717,7654482.639993,7662544.116880
36,12.400000,4096,27874280.092601,18594146.982444,16651910.119412,16650237.958915,16658318.160534,16648345.822501
36,18.900000,512,83439706.209555,83274849.708002,80904668.305282,77761088.597078,71406214.511998,42121212.739092
36,60.000000,24,113240057.495443,113240057.495443,113240057.495443,113240057.495443,113240057.495443,113240057.495443
36,60.000000,12,112658297.060422,112658297.060422,112658297.060422,112658297.060422,112658297.060422,112658297.060422
36,60.000000,18,114685442.495852,114685442.495852,114685442.495852,114685442.495852,114685442.495852,114685442.495852
36,56.300000,64,114483584.825641,114483584.825641,114483584.825641,114483584.825641,114483584.825641,114483584.825641
