arrival_rate,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2
20,1.7864922744811906,1.762934196020648,1.7347694653927657,1.0133629936464552,1.0298153790000646,1.0162354313871356,259858.63836488393,256431.93998018056,252335.1696468184,145457.465490775
22,1.7430554490003607,1.6985893014046145,1.7012448124654511,1.0261782807409512,1.0245764961212829,0.9984390776439824,231253.607425936,225354.2213531937,225706.5317244616,132671.40041847754
24,1.862309208401809,1.8826108364324017,1.689085773100174,0.9892162375581216,1.1025545523266695,1.114573851970246,160101.04125191984,161846.3538842922,145209.17891460887,85969.09714542779
26,1.6672811517776442,1.6488680476182636,1.5821771363702968,1.0111671180638,1.0537891829246036,1.042151355695206,127622.63726338162,126213.19956265549,121108.3197012782,76545.36076732542
28,1.609019860303689,1.584002820241222,1.572211253683661,1.0157935577782982,1.0234119979320755,1.0074999886497018,83375.56501457853,82079.24176732734,81468.23095981743,51817.61087699819
30,1.915562420515052,1.7804083875983887,1.7368606413578769,1.0759118154340834,1.102887805101891,1.0250726772220864,148290.47697934246,137827.72421689014,134456.5388186902,77413.54465466621
32,1.7268776857938362,1.5568082562579697,1.520382020776368,1.1092423738454824,1.135818276061975,1.023958607102576,132893.93389967046,119806.03791663534,117002.81347860546,76956.1938247988
34,1.497109765931025,1.5134746280390057,1.4737767862932591,0.989187224017634,1.0158320987647331,1.026936129076637,82907.80196803117,83814.06467351745,81615.65485954646,55378.572670302725
36,0.9646403488553876,0.9591753374954268,0.9429916777546734,1.0056976145510903,1.0229574360107412,1.0171620387777842,54113.81557672698,53807.24264806134,52899.381412931805,56097.40007344369
38,1.6318364107892864,1.6251905651170873,1.5559861068450709,1.0040892716305676,1.0487474172234164,1.0444762700435262,15155.789929766455,15094.066193093133,14451.325153097176,9287.566958035888
40,1.1803473268240363,1.1824984585275622,1.183994626261924,0.998180858767288,0.9969194966286266,0.9987363390836614,16223.473654549316,16253.040230188979,16273.604548224519,13744.660817932176
