arrival_rate,bp_parameter,Rdynamic_sqrt_2_L2,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm,Rdynamic_sqrt_2_status,Rdynamic_sqrt_6_status,Rdynamic_sqrt_8_status,Rdynamic_sqrt_10_status,Dynamic_status,RMLF/FCFS_ratio,Rdynamic_sqrt_2/RR_ratio,Rdynamic_sqrt_2/SRPT_ratio,Rdynamic_sqrt_2/SETF_ratio,Rdynamic_sqrt_2/FCFS_ratio,Rdynamic_sqrt_2/RMLF_ratio,Rdynamic_sqrt_2/Dynamic_ratio,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Dynamic/SRPT_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_6_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_2_checkpoint,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint,run_timestamp
20.0,,26854945.23775975,21225377.64700155,26192173.15510116,26531980.62614631,11132971.24544023,17374675.533090796,11362477.25455708,27500483.506304447,25461570.42745312,18786145.902089283,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.7378235351042497,1.5456372227851614,2.3634762592804486,0.9765262938596441,1.054724621730491,1.429507967079778,2.4121992813696367,1.2216272819930898,1.8680237743480468,0.7718183442896799,0.8336240573800573,1.1298420526288466,1.9065330520542665,1.507491354599231,2.305146366264137,0.9524259145878887,1.0286943309223493,1.3942281344779839,2.3526669186205598,1.5270489843459258,2.3350524741869374,0.9647823326474929,1.0420402269272069,1.4123163295136327,2.38318954043945,0.9798014109093328,1.2652281473801468,1.0253042036158617,1.0121726536802598,0.8103710036319653,0.7999922036006881,0.9871925328216816,100,100,100,100,100,20250510103251
22.0,,15345835.893671058,11176870.707932878,14982020.72245313,11230165.130030636,6250546.862462755,8495153.908285888,5572154.334264531,13485185.97506868,14835541.737135587,9603214.882199245,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.6473113724024622,1.8064223508303063,2.754022048403395,1.1379773272717437,1.0343967322243535,1.5979894318637478,2.4551189250062997,1.3156760699804784,2.0058437073796727,0.8288258484974995,0.7533847368684551,1.163867605279832,1.788142854356446,1.7635961495459394,2.6887303946922367,1.110998450459029,1.0098735177934812,1.560104705167451,2.396913590461446,1.3219495786976985,2.01540812697409,0.8327779202150337,0.756977084424214,1.16941724909719,1.7966692158525597,1.121746902096129,1.3729993210692883,1.02428345134196,1.3664835481924205,0.7460189059265162,0.9952543509840971,1.3340873040583918,100,100,100,100,100,20250510103251
24.0,,19150171.69182389,19530656.481211994,19061286.74647656,18996284.329021294,11014976.918370187,15556414.93710916,9494429.186694164,19709429.999654964,18893047.830324493,16137915.803532004,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.8541721774307725,1.2310144573311668,2.016990312452025,0.9716248360383397,1.013609443209406,1.186657058133406,1.7385575869783494,1.2554728425649313,2.0570648426745826,0.9909295439570754,1.0337483214256251,1.210234129300479,1.7731000823651126,1.2253007407900056,2.007628512642944,0.9671150686148838,1.0089048054958096,1.181149225125139,1.7304881242816923,1.2211222447986054,2.000782138187241,0.963817032220305,1.0054642585793436,1.177121293746228,1.7245868484154796,1.1601515690703106,0.9805185867789891,1.0046631135940367,1.008100919113297,1.024624241845698,1.028130351332672,1.003421849048446,100,100,100,100,100,20250510103251
26.0,,16964372.35717128,11315235.110289091,16482241.13498389,16469519.500909643,6658899.136287019,10061106.878458155,6461492.32886266,14040287.065483203,16173181.932055516,10831622.91162137,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.6697273892747668,1.6861337984087725,2.6254573237506755,1.208263924950415,1.0489198989066963,1.5661893416701216,2.547624165791248,1.1246511191046138,1.7511798411870558,0.8059119487739386,0.6996294951621181,1.0446481753116468,1.699265130572083,1.6382135021618776,2.5508412447322466,1.17392479641702,1.0191093629087182,1.5216778934669069,2.4752201223721095,1.6369490653332135,2.5488724063545516,1.173018715649945,1.0183227747080976,1.5205034033486626,2.473309651314676,1.0305512716532321,1.4992505406931715,1.0292515573725016,1.0300465873478764,0.6865107128103032,0.6870409977452062,1.0007724350472729,100,100,100,100,100,20250510103251
28.0,,22298857.898678016,22544242.899459854,21927283.208471905,21881534.096493945,9937128.164805211,14820209.00980934,9528442.968783516,20208398.944754034,24086056.139561016,16111303.66507242,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.6689058421071197,1.5046250618947843,2.340241524426617,1.103445055674074,0.9257994654447578,1.3840505003340946,2.24399419317695,1.521182520741648,2.3659944204229255,1.1155877791749647,0.9359873102027377,1.3992811114555153,2.268687947419844,1.4795528992849203,2.3012451541462426,1.0850579142077004,0.9103725027218816,1.3609875193407164,2.2066016302509595,1.4764659582068504,2.296443833287437,1.0827940479754952,0.9084731003575893,1.358147953224342,2.2019977737625234,1.042891078569773,0.9891154029045829,1.016945769645669,1.0190719627035172,1.0281366225410715,1.0302862130252601,1.0020907634618403,100,100,100,100,100,20250510103251
30.0,,17676561.079752106,11354213.220345786,17369865.14866575,19443414.937331483,7414105.491062357,10648171.152327755,6688499.871925094,15129010.698979825,19716574.286442485,11296037.667396609,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.5729209092455778,1.6600560628561931,2.6428289479303544,1.1683884314355113,0.8965330803894704,1.564846152272615,2.384179871875448,1.066306416183373,1.6975724658387112,0.7504927748587963,0.5758715005655507,1.0051500848936692,1.5314339988867431,1.631253376770582,2.596974729950369,1.1481163900450562,0.8809778461672025,1.5376953990512827,2.342813326517269,1.8259863275282755,2.9069918979807423,1.2851742472918328,0.9861456992912389,1.7212597469863604,2.6224896531038517,1.1084855547628827,1.5568283540842098,1.0176567825058744,0.9091284188876201,0.6536730782402159,0.5839618841104719,0.8933546501296691,100,100,100,100,100,20250510103251
32.0,,11196380.383132666,8868786.695358053,11417011.643610423,11341386.819052113,5908446.505091165,7713348.04928651,4782297.814716268,13926042.507568471,14797744.91626954,8395639.968839956,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.5673594197186951,1.4515590780540935,2.3412135372830063,0.8039886692179563,0.756627475773196,1.333594630628223,1.8949787179227258,1.1497972914859484,1.854503219784156,0.6368490323462734,0.5993336650645443,1.0563562430349753,1.5010352869770478,1.4801629034056754,2.387348526994191,0.819831738802,0.771537265185445,1.3598738971637843,1.9323203880703093,1.4703584936895464,2.371535035762927,0.8144012782445795,0.7664267010429882,1.3508662664365272,1.9195209450198991,1.2354827603813108,1.262447814760601,0.9806752180548721,0.9872143999465873,0.7768045590390114,0.7819843231569881,1.0066680403168393,100,100,100,100,100,20250510103251
34.0,,4254832.423731162,3775806.6689384403,4289849.930079023,4243388.83453626,2079965.6486557657,3135709.750629991,2053583.6918998456,4790731.378581354,10975772.52598144,3595568.294348753,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.32759136414657447,1.3568961294572401,2.0719060248257333,0.8881383837870526,0.38765676071176597,1.183354639771018,2.0456262950693263,1.204131430908058,1.8386427024287981,0.7881482743573369,0.34401283918744596,1.0501279241095136,1.8153216479217615,1.3680634597054642,2.0889579260878945,0.8954478118431567,0.3908471973088227,1.1930937139537832,2.062461912701037,1.3532466879894502,2.066333527712496,0.8857496902263856,0.3866141380473646,1.1801719470064589,2.040124478631974,1.0128467891812645,1.126867129806569,0.9918371255594911,1.0026968042857078,0.8801722042684337,0.8898092576875719,1.0109490544832056,100,100,100,100,100,20250510103251
36.0,,16018363.633868942,15739982.72505796,15679627.022147657,15727692.63074158,6845124.268413394,10220326.34192852,6411753.428800892,13893200.45635616,15576373.128844628,11018137.687482944,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.7073622078993052,1.5673045163102262,2.4982812910297225,1.1529642636474389,1.0283757009008616,1.453817703881706,2.340112904565541,1.5400665495861174,2.4548640087055884,1.132927058419926,1.0105037029390593,1.4285520086519907,2.2994444085828514,1.5341610920800595,2.4454507173835625,1.1285827964120538,1.0066288790367908,1.423074158889878,2.290627081016015,1.5388640347245361,2.4529472016335676,1.132042446241833,1.0097146813732096,1.4274365665813817,2.297648956252922,1.0675900663406437,1.0176862270863742,1.0216036141193163,1.0184814778589462,1.003849307309737,1.0007814302202447,0.9969438868292751,100,100,100,100,100,20250510103251
38.0,,9085240.572413258,6317875.896216861,9746259.735459907,10767857.916978056,4065180.2188928844,6053408.261321633,3901023.01750246,7927758.076568874,10580530.668497682,6660322.476483777,SUCCESS,SUCCESS,SUCCESS,SUCCESS,SUCCESS,0.629488509145777,1.5008471558846568,2.328937955928769,1.1460037610463187,0.8586753214055247,1.3640841872884333,2.2348924483568267,1.0436890464806494,1.6195433525695357,0.7969309652485299,0.5971227809043277,0.9485840841076353,1.5541441107222247,1.6100450051806052,2.4983856008365017,1.2293841009434636,0.9211503695630578,1.4633315083274026,2.397497579606499,1.7788091356367763,2.7602651583101725,1.3582475414838056,1.0177049010441526,1.6167172017566924,2.6488021040087086,1.04208055185881,1.438021373267793,0.9321771447726088,0.8437370405945127,0.6482359456551804,0.5867347010824917,0.9051252171606612,100,100,100,100,100,20250510103251
