arrival_rate,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2
20,1.7859399334128625,1.764731898252936,1.7324842664740283,1.0120177094214269,1.030854922017634,1.0186135207129692,259778.2962329985,256693.4291905963,252002.77040395665,145457.465490775
22,1.7448794893524862,1.698744100872427,1.70009651724265,1.0271585275594866,1.0263414292398343,0.999204506122737,231495.6054138723,225374.7588153724,225554.1857891587,132671.40041847754
24,1.8623489841897989,1.8828745768419115,1.6880503557262525,0.9890987998326792,1.1032544010741654,1.1154137496282448,160104.46074050156,161869.02740917855,145120.16501780413,85969.09714542779
26,1.6715411651993326,1.6488150969847903,1.5859050924019258,1.01378327276121,1.0539982330643172,1.0396682026460893,127948.7215276184,126209.14643731342,121393.67744064397,76545.36076732542
28,1.678962674781385,1.5439009868145364,1.5734358022004151,1.0874807964502409,1.067067796749885,0.98122909409804,86999.83455882587,80001.26056736916,81531.68413835861,51817.61087699819
30,1.880350007755272,1.7717699789754664,1.7364143444724671,1.0612833663896892,1.0828924638528792,1.0203612891217737,145564.55929176472,137158.9943852143,134421.9893948223,77413.54465466621
32,1.726512902505712,1.556936459027053,1.5073648593187556,1.1089167399834865,1.1453848693845754,1.0328862646636865,132865.86156624553,119815.9039137818,116001.06227842474,76956.1938247988
34,1.5019121403043956,1.514005533014338,1.4718771165708815,0.992012319343467,1.0204059315790497,1.028622237528637,83173.75060625687,83843.46543327493,81510.4538617762,55378.572670302725
36,0.9657170636882082,0.9494933306845268,0.9416689204795758,1.0170867266566106,1.025537790072104,1.0083090882950307,54174.21647946872,53264.10723847648,52825.1781688706,56097.40007344369
38,1.63204355325123,1.625605421195385,1.4156391717982189,1.0039604518857417,1.1528669068814497,1.1483190445560052,15157.713779251606,15097.91919669827,13147.843596494427,9287.566958035888
40,1.1860752802738876,1.1825521583628744,1.1847682341973342,1.0029792528693962,1.0011032082383935,0.9981295279781357,16302.202431898428,16253.778316211326,16284.23752690279,13744.660817932176
