arrival_rate,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2
20,1.7858674009651,1.7640362427134282,1.735712774748525,1.0123756857841488,1.0288956945793302,1.0163180615923086,259767.7458469811,256592.2408989649,252472.3810348809,145457.465490775
22,1.7406552680996714,1.6987330355398296,1.7004706219584853,1.0246785290465137,1.0236314850855257,0.9989781732208614,230935.1720645839,225373.29076220057,225603.81878571177,132671.40041847754
24,1.8619639256005909,1.8826835500320829,1.689084910441783,0.988994632459003,1.1023506953913824,1.114617470319869,160071.35760123926,161852.605006807,145209.10475264586,85969.09714542779
26,1.667160239844253,1.654769932610921,1.5821689008570812,1.0074876313553645,1.0537182464786985,1.0458870299590082,127613.38201581912,126664.96147862572,121107.689310948,76545.36076732542
28,1.6264002368851382,1.5821169825270227,1.5562533011856277,1.027989873597959,1.0450742405790043,1.0166191977370849,84276.17460517176,81981.5221624758,80641.32798688071,51817.61087699819
30,1.8801326094575412,1.7801610750631245,1.7368446312762589,1.0561587014764222,1.082499018968664,1.024939734393534,145547.72971893547,137808.57887689778,134455.29942152192,77413.54465466621
32,1.7270001336208078,1.5564309720993477,1.5005080838585492,1.109589930153724,1.150943571846568,1.0372693015401775,132903.35701837632,119777.0035637974,115473.39093709596,76956.1938247988
34,1.5016549655479836,1.5133429237517124,1.4737016168047508,0.9922767285456008,1.01896811974994,1.0268991405688426,83159.50863531994,83806.7710780726,81611.49208056451,55378.572670302725
36,0.96491594807718,0.9493606573950528,0.9417617564646278,1.0163850171807305,1.024586039360393,1.008068814515203,54129.27597653179,53256.66461187778,52830.386026265274,56097.40007344369
38,1.6753871263291975,1.6499696116823015,1.415443285269605,1.0154048380448537,1.1836483621525535,1.1656910798570257,15560.270116413756,15324.20324722385,13146.02428724375,9287.566958035888
40,1.185868083018628,1.1820475744265646,1.185405938980664,1.0032321106821074,1.0003898614160491,0.9971669076021441,16299.354575902476,16246.842981152571,16293.002562851632,13744.660817932176
