arrival_rate,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2
20,1.7858929130605752,1.7641719050489455,1.7347808786743784,1.012312296749237,1.029463106847969,1.016942212550225,259771.45677172823,256611.97399845184,252336.8297938347,145457.465490775
22,1.7431257325283895,1.6989172664423156,1.7003523986383635,1.0260215532323422,1.0251555700596409,0.9991559795503584,231262.93204002595,225397.73293403373,225588.1339322691,132671.40041847754
24,1.8615202660281227,1.882559534340233,1.687894917265416,0.9888241152917994,1.1028650225714285,1.1153298200519473,160033.21658835426,161841.9434897468,145106.80211366437,85969.09714542779
26,1.6676527903340008,1.648556914988944,1.5821830250233584,1.0115833885815129,1.0540201506139788,1.0419508292756494,127651.08447075298,126189.38380329772,121108.77045035122,76545.36076732542
28,1.5905913296630805,1.5432925138285838,1.5733382670784812,1.030647991492655,1.0109658952213985,0.9809031828192364,82420.64258480865,79969.7309509539,81526.6301013634,51817.61087699819
30,1.914883120979838,1.7725020931710382,1.7543290653865673,1.0803277064424095,1.091518779892011,1.0103589618065565,148237.8899944393,137215.6699401855,135808.83144228187,77413.54465466621
32,1.727561660293415,1.556366357826287,1.5025726317113306,1.1099967893846212,1.1497358755468858,1.0358010820772696,132946.56997383127,119772.0310952759,115632.27068181518,76956.1938247988
34,1.5015541950150468,1.513543004454309,1.4735843655896552,0.9920789766765928,1.0189808130966425,1.027116627861795,83153.92810703868,83817.85126180128,81604.99887562866,55378.572670302725
36,0.9638446923620284,0.9492280183844488,0.9416519896900072,1.0153984856056577,1.0235678391964391,1.0080454656044804,54069.181316097965,53249.223908234584,52824.22839559461,56097.40007344369
38,1.6319958686650209,1.600049014093774,1.4155542963006138,1.0199661724671234,1.1529023456959948,1.130333904022838,15157.270905464326,14860.562354535234,13147.055309627323,9287.566958035888
40,1.1862643501702044,1.1824099146774345,1.1840313196562178,1.003259813238137,1.0018859556136024,0.9986306063430366,16304.801133494182,16251.82322500146,16274.108886483344,13744.660817932176
