arrival_rate,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2
20,1.7859717508976998,1.761969283726491,1.7344406978958025,1.0136225230444678,1.0297104726984403,1.0158717365569696,259782.9243237012,256291.58628345164,252287.3479599744,145457.465490775
22,1.7429038388321296,1.6984201649689612,1.7008766598271483,1.0261912068525054,1.024709127944205,0.9985557477998218,231233.49309259912,225331.78178541377,225657.6883983702,132671.40041847754
24,1.861286004487111,1.8826637814242129,1.6878298452680676,0.9886449311087664,1.1027687475164265,1.1154345840621165,160013.07733517757,161850.9055174366,145101.20793280285,85969.09714542779
26,1.6672933061352606,1.6496505072521517,1.581726972880514,1.0106948707047634,1.054096778218886,1.0429426415153944,127623.56762307028,126273.09321761732,121073.86177454848,76545.36076732542
28,1.6268106169030545,1.5450187737698662,1.5721902136200636,1.0529390610145242,1.034741599845749,0.9827174602571572,84297.43951725184,80059.18161686382,81467.14071398911,51817.61087699819
30,1.8802035955508412,1.773834785950421,1.7368559250980755,1.0599654547553747,1.082532850526834,1.0212906898712726,145553.225004039,137318.8384121732,134456.17371630148,77413.54465466621
32,1.7271144693628364,1.556840635240469,1.5020105128883037,1.1093713963189735,1.1498684293771468,1.0365044864078408,132912.15586190097,119808.5296798884,115589.01215671776,76956.1938247988
34,1.501624644140601,1.509980446651941,1.4737055242701005,0.994466284295358,1.0189448430576578,1.0246147699010677,83157.82947905773,83620.56189565068,81611.70847041834,55378.572670302725
36,0.9647911774618264,0.9445041782723888,0.943801059346844,1.0214789935885142,1.022239981516347,1.00074498637036,54122.27666940488,52984.22875958538,52944.78561591988,56097.40007344369
38,1.631949231940113,1.6002927061710837,1.4151511160943169,1.019781709712826,1.1531978552538888,1.130828141229002,15156.83776375904,14862.825661020392,13143.310746465184,9287.566958035888
40,1.1878831890779706,1.1826806265757162,1.1841070927902362,1.0043989580833144,1.0031889820698874,0.9987953233088414,16327.051525200302,16255.54406822272,16275.150362509537,13744.660817932176
