arrival_rate,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Dynamic/SRPT_ratio
20,1.7188776122524363,1.7234233624882744,1.7325793223180048,0.997362371698806,0.992091727120905,0.9947154166555096,,,,,60,80,100,100,0.2587718428740997,1.7188776122524363,0.767822580680671,0.5136012172111971,1.040570456116394,0.2594561918686926,1.7234233624882744,0.7698531671821947,0.5149594889331757,1.043322352681094,0.2608345940199172,1.7325793223180048,0.7739431341786579,0.51769529285532,1.0488651680789405,1.0
22,1.6449800188136006,1.6422059319893785,1.6475280972034152,1.0016892441868492,0.9984533930594932,0.9967696057972724,,,,,60,80,100,100,0.2386359229725883,1.5851258812433726,0.7080756862294075,0.4736361543348815,0.959600118990368,0.238233488437133,1.5824527321646,0.706881590611676,0.4728374164777717,0.9579818537128764,0.2390055706469706,1.5875812454161515,0.7091724973358036,0.4743698179877483,0.961086542106818,0.963614064070276
24,1.643316494125934,1.64850710785577,1.6556669385723095,0.99685132462875,0.9925405018614278,0.9956755609780348,,,,,60,80,100,100,0.1893143443774501,1.2575100312863936,0.561729695338163,0.3757444265491607,0.7612687357722427,0.1899123166114616,1.261482028681377,0.5635039864619368,0.3769312607264642,0.763673295068105,0.1907371477762435,1.266960923940169,0.5659514088187688,0.3785683564997932,0.7669900969729155,0.765226927242188
26,1.635723155721319,1.624204191027428,1.641527151872585,1.007092066845736,0.9964642703931854,0.9894470458040274,,,,,60,80,100,100,0.174062368631341,1.1561996284178753,0.5164743412479031,0.3454728435937907,0.6999376605573614,0.1728365999113798,1.1480575276887564,0.5128372650829506,0.3430399811169494,0.6950086130154933,0.1746799898431475,1.1603021430579354,0.518306934421354,0.3466986763684702,0.7024212321041673,0.7068431013975686
28,1.7283079378218171,1.733476244777603,1.730161685030975,0.9970185302675152,0.9989285699566718,1.0019157514441022,,,,,60,80,100,100,0.1338645646053536,0.8891879449419512,0.3972002298062415,0.265689661437419,0.5382946981483868,0.1342648712551367,0.8918469596581806,0.3983880116046255,0.2664841759421767,0.5399044067956834,0.1340081449579122,0.8901416694694391,0.397626258525642,0.2659746346517481,0.5388720618649793,0.5144846734098745
30,1.6675098389330707,1.6735647412020926,1.662816181332835,0.996382032842857,1.002822715855744,1.0064640698051437,,,,,60,80,100,100,0.106642268217561,0.7083653512031007,0.3164267823075568,0.2116598087116856,0.4288287027210453,0.1070294974240869,0.7109374997278977,0.3175757609806896,0.212428367568795,0.4303858244989825,0.1063420947007163,0.7063714652680436,0.3155361135168729,0.2110640349137573,0.4276216483140898,0.4248043007988108
32,1.6710350081353844,1.6662335828281278,1.654718825232198,1.002881603970019,1.009860396010722,1.006958739708732,,,,,60,80,100,100,0.075492742319524,0.5014563532853356,0.224000538801432,0.1498353295137411,0.3035705756716511,0.0752758271970265,0.5000155066163987,0.223356912635251,0.1494048040372874,0.3026983189939202,0.074755622279817,0.49656007430953,0.2218133711216987,0.1483723196846213,0.3006064767673372,0.300087281740963
34,1.6791243507982154,1.6912503431387411,1.6930073754318549,0.9928301611942196,0.9917997849063724,0.9989621827296142,,,,,60,80,100,100,0.074106052084978,0.4922453403218816,0.2198859795716945,0.14708307569645,0.2979944323253454,0.0746412175833176,0.4958001474590451,0.2214739118191233,0.1481452532823258,0.3001464338743544,0.0747187620049481,0.4963152319783478,0.2217040000592984,0.1482991607124969,0.3004582546400498,0.2931559774521047
36,1.536461515627798,1.5501255665826494,1.5336868043081933,0.9911851973482544,1.001809177279097,1.010718461049726,,,,,60,80,100,100,0.0133921907760028,0.088956884366606,0.0397370377255506,0.0265803474106187,0.0538525285804108,0.0135112901320876,0.0897479952329745,0.0400904269271376,0.0268167316075037,0.0543314495862972,0.0133680056838527,0.088796236233543,0.0396652762090641,0.0265323456936287,0.0537552757568798,0.0578972421123468
38,1.722096626580178,2.1317013168785657,2.1384396711802465,0.8078508058069933,0.8053052184678745,0.9968489387881764,,,,,60,80,100,100,0.0259135000938785,0.1721289869552785,0.0768900135948374,0.0514322000515869,0.104203078328652,0.0320770863971505,0.2130702670814721,0.0951784822669441,0.063665468526963,0.1289880230107087,0.0321784827660499,0.2137437868374439,0.0954793435228493,0.0638667164599265,0.1293957569614445,0.0999531526271557
