arrival_rate,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2
20,1.7855856886704362,1.763246187912903,1.7360737369733457,1.0126695301601505,1.028519498131116,1.0156516686825352,259726.76869060172,256477.3215300817,252524.88568524123,145457.465490775
22,1.7409958911019991,1.6985204712521802,1.700881300831108,1.025007305221647,1.0235845912652983,0.998611996276416,230980.36299531744,225345.08956047916,225658.3041268649,132671.40041847754
24,1.862139644714972,1.8830180759277344,1.6889334905868445,0.9889122513056728,1.1025535671436917,1.114915469686999,160086.46401485382,161881.3638960279,145196.0873244269,85969.09714542779
26,1.667277987104533,1.6488291890059863,1.5818295563396052,1.0111890292951862,1.0540187344600245,1.0423557850451477,127622.39502233658,126210.22511615984,121081.71406243338,76545.36076732542
28,1.629406353639374,1.5426041278017055,1.571941839655417,1.056269929707349,1.0365563868422472,0.9813366429255788,84431.94439339358,79934.06043167996,81454.27056853707,51817.61087699819
30,1.8811308977305976,1.780334906480866,1.7447880889527496,1.0566163090342209,1.0781429043682222,1.0203731431645962,145625.01075273994,137822.03578311752,135070.2306370734,77413.54465466621
32,1.7265079100177747,1.5576805862870653,1.4961845220022716,1.108383788831272,1.1539404963949715,1.0411019251839984,132865.47736337615,119873.16911543364,115140.66607287076,76956.1938247988
34,1.501607400549848,1.5135606067176672,1.473237979358803,0.9921025916539006,1.0192565095310615,1.027370070500364,83156.87455361412,83818.82605002182,81585.81650057143,55378.572670302725
36,0.964899732788792,0.952788449245248,0.9417941760934042,1.0127114088685036,1.0245335523216237,1.011673753598104,54128.36634101177,53448.954822666674,52832.20468315097,56097.40007344369
38,1.7186436796519704,1.6250262978651913,1.4154120461664277,1.05760976416798,1.214235589068802,1.148094155526296,15962.018251772855,15092.540549992134,13145.734151981278,9287.566958035888
40,1.1859495638192783,1.180750803253073,1.1846644210348967,1.0044029278251452,1.0010848158867294,0.9966964334267717,16300.474501870587,16229.019301214454,16282.810650196649,13744.660817932176
