arrival_rate,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2
20,1.786095736476574,1.7642638144469638,1.7359051834010075,1.0123745223649865,1.0289131880908566,1.0163365092270742,259800.95895176163,256625.34290654233,252500.3683098095,145457.465490775
22,1.7430697345020298,1.69819891600041,1.700450269239798,1.0264225928298785,1.0250636352225022,0.9986760252386596,231255.50270344815,225302.42837491492,225601.1185620212,132671.40041847754
24,1.861643502297286,1.8833950640303256,1.6879284344936882,0.9884508767446312,1.102916133322741,1.1158026759560276,160043.8110991498,161913.77322284225,145109.68355951773,85969.09714542779
26,1.6674806862361582,1.648909809184285,1.578480054996916,1.0112625183915065,1.0563837540788037,1.0446187165713072,127637.91070049407,126216.3962167928,120825.3252737666,76545.36076732542
28,1.6244713164152738,1.5440703606273103,1.5724876330753006,1.052070785009628,1.0330582462122828,0.9819284604531898,84176.22255485166,80010.03711369223,81482.55227958784,51817.61087699819
30,1.8807926792578096,1.77263841486732,1.7446397352151697,1.0610131561424978,1.078040721699972,1.0160484019061375,145598.82806189376,137226.22308590802,135058.74604838458,77413.54465466621
32,1.7270701752191544,1.5580174827467226,1.5080927317375887,1.1085050035346191,1.1452015773786437,1.0331045631070788,132908.74715319448,119899.0953846819,116057.07656936818,76956.1938247988
34,1.501545664387479,1.5138189713127004,1.4714745985357436,0.9918924870425038,1.0204360074456325,1.0287768289164445,83153.45569306,83833.13391252329,81488.1629875162,55378.572670302725
36,0.9639793235419404,0.9543198014559408,0.9417735943221192,1.0101218921280504,1.0235786279777834,1.0133218930849854,54076.73377525985,53534.85970028327,52831.05009929298,56097.40007344369
38,1.675449951564636,1.600483673745898,1.4886197125897511,1.046839764159094,1.125505686505962,1.0751460968910165,15560.85360999454,14864.599285158292,13825.655255729454,9287.566958035888
40,1.1861021930586242,1.180894045258244,1.1850851517814884,1.0044103430119689,1.0008582010124816,0.9964634553753844,16302.572338996297,16230.98811399041,16288.59345160423,13744.660817932176
