arrival_rate,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Dynamic/SRPT_ratio
20,1.7190229822799976,1.723383125532187,1.7325940419449213,0.9974700093162144,0.9921672017008152,0.9946837423021526,,,,,60,80,100,100,0.2587937278935232,1.7190229822799976,0.7678875174678629,0.5136446538250486,1.0408416074127007,0.2594501343162501,1.723383125532187,0.7698351933350507,0.5149474661169635,1.043481606154974,0.2608368100153764,1.7325940419449213,0.7739497094355844,0.5176996910848666,1.0490586723976014,1.0
22,1.6446996144550514,1.6426547351824483,1.6468345484351303,1.0012448624953287,0.998703613558443,0.997461910635374,,,,,60,80,100,100,0.238595244938726,1.584855679659848,0.7079549871897044,0.4735554180095018,0.9596053980304592,0.2382985959539335,1.582885205233442,0.7070747763192716,0.4729666395783491,0.9584123064950422,0.2389049580872111,1.5869129320689137,0.7088739617825321,0.4741701257314916,0.9608510322810646,0.963614064070276
24,1.6428887811473565,1.6487823262211212,1.6559349844813291,0.9964255165887952,0.9921215485775492,0.995680592337719,,,,,60,80,100,100,0.1892650707272369,1.257182733798055,0.5615834915593976,0.3756466299479352,0.7612045394077956,0.1899440224846658,1.2616926331854157,0.5635980634879223,0.3769941894241524,0.7639352131544513,0.1907680273637791,1.2671660398874878,0.5660430341066233,0.3786296452148602,0.7672492755541596,0.765226927242188
26,1.6305510000669043,1.6986839240617049,1.6391271664246412,0.9598907583513896,0.9947678456355258,1.0363344338724934,,,,,60,80,100,100,0.1735119835243084,1.1525437258741975,0.5148412496852497,0.3443804586659437,0.6978472519670638,0.1807622190490873,1.2007030131779677,0.5363540019590234,0.3587704701495579,0.7270069493799638,0.1744245999562411,1.1586057299006018,0.517549146712049,0.3461917875380561,0.7015177008674132,0.7068431013975686
28,1.7293588953299492,1.7348042930012255,1.733044390426053,0.996861088196954,0.9978733983292848,1.001015497690016,,,,,60,80,100,100,0.1339459655907718,0.8897286464722902,0.3974417611645206,0.2658512232392311,0.5387168200200977,0.1343677340571523,0.8925302201147838,0.3986932240312267,0.2666883343998134,0.5404131291697697,0.1342314223578204,0.8916247772131629,0.3982887627127326,0.2664177877517724,0.5398648976133227,0.5144846734098745
30,1.666777636159219,1.673192329783075,1.665851061379577,0.996166194698796,1.00055621705993,1.004406917625288,,,,,60,80,100,100,0.1065954416485204,0.7080543083157117,0.3162878394585749,0.2115668689907717,0.4287158414981411,0.1070056805940408,0.7107792977554325,0.3175050921640728,0.2123810967654265,0.4303657801073735,0.1065361844052543,0.7076606953643081,0.3161120125643378,0.2114492573065483,0.4284775149945047,0.4248043007988108
32,1.66712003262159,1.667790947680743,1.6542487224143831,0.9995977223283972,1.007780758741298,1.0081863295905074,,,,,60,80,100,100,0.0753158745482258,0.5002815189253186,0.2234757403261068,0.1494842886059853,0.3029126577624086,0.0753461846359453,0.5004828520016988,0.2235656758056202,0.1495444469979247,0.3030345618003448,0.0747343843340432,0.4964190024327932,0.2217503543183583,0.1483301673597031,0.3005739642625661,0.300087281740963
34,1.67788417806839,1.6913392993173355,1.6926136845626016,0.9920446942524328,0.9912977741887878,0.9992470903095674,,,,,60,80,100,100,0.0740513186134116,0.4918817762730602,0.2197235755213893,0.1469744426345741,0.2978267445814029,0.0746451435529464,0.4958262254945315,0.221485560876836,0.1481530454082298,0.300215047070872,0.0747013869510706,0.496199819146758,0.221652445150698,0.1482646753190263,0.3004412522010599,0.2931559774521047
36,1.5291824821471045,1.5178610218917692,1.5401287974609894,1.0074588253417462,0.9928925974685164,0.9855416146974654,,,,,60,80,100,100,0.0133287448620981,0.0885354484028304,0.0395487822924754,0.0264544222008022,0.0536068332875822,0.0132300641245331,0.087879967077362,0.0392559788029648,0.0262585641570299,0.0532099495673165,0.0134241557405918,0.0891692098707965,0.0398318835222553,0.0266437903437396,0.0539905659728539,0.0578972421123468
38,1.697093710348647,2.134503337196909,2.140807892218244,0.7950766254492341,0.7927351709219304,0.9970550580254064,,,,,60,80,100,100,0.0255372650661149,0.1696298666530643,0.0757736566266627,0.0506854620523104,0.1027082388614741,0.0321192502064639,0.2133503378460159,0.0953035898695287,0.0637491537669997,0.129180302343113,0.0322141189174384,0.2139804979963097,0.0955850823908063,0.0639374458349875,0.1295618544866971,0.0999531526271557
40,1.3308886646586497,1.3243023258156124,1.3233293643118134,1.004973440516297,1.0057123347752261,1.0007352375984682,,,,,60,80,100,100,0.027030503567997556,0.17954862057208373,0.08020436372119405,0.053649189108683666,0.10871388967535112,0.026896734260072445,0.1786600653643564,0.07980744613508364,0.053383688509341935,0.10817588335419119,0.026876973298770167,0.17852880427504383,0.07974881181020763,0.05334446765105461,0.10809640681164397,0.13490882095545903
