arrival_rate,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Dynamic/SRPT_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint
20,0.2587620064219058,1.7188122741643648,0.767793394158581,0.5135816941681808,1.0404527133282468,1.7188122741643648,0.2594467342871759,1.7233605410276605,0.7698251048375186,0.5149407178593026,1.0432059265034077,1.7233605410276605,0.2609134326894789,1.7331030038073982,0.774177062685129,0.5178517690630885,1.0491033546205095,1.7331030038073982,1.0,0.9973608152472938,0.9917542525680016,0.9943786014112636,60,80,100,100
22,0.2385866865685203,1.584798831160488,0.7079295929666515,0.4735384316584902,0.95933003780882,1.6446406193640917,0.2382076154975359,1.5822808725984945,0.7068048209483672,0.4727860647807619,0.957805835976396,1.6420275830294435,0.2389488141018344,1.587204243213362,0.7090040904625015,0.4742571696008801,0.960786111595762,1.647136859448751,0.963614064070276,1.0015913474058866,0.9984844974658056,0.9968980862822672,60,80,100,100
24,0.1892290892457842,1.2569437288033938,0.5614767280350558,0.3755752151739556,0.7608687305716524,1.6425764489669892,0.1899235952966947,1.2615569467224106,0.5635374523487433,0.3769536462626954,0.7636612607235267,1.648605010893897,0.1907772103494876,1.2672270373606775,0.5660702816761685,0.3786478712806684,0.7670935501469136,1.6560146960949935,0.765226927242188,0.996343234500034,0.991885188483114,0.9955255921227214,60,80,100,100
26,0.1735164395265234,1.1525733246217371,0.5148544714449368,0.3443893027818109,0.6976899460969112,1.63059287463211,0.1802390383795354,1.1972278146012294,0.5348016308532807,0.3577320796287084,0.7247207544986254,1.6937674177396276,0.1747001055860046,1.160435760764046,0.5183666214468869,0.346738601384661,0.702449333227546,1.641716186335603,0.7068431013975686,0.9627017603208914,0.993224583033246,1.0317053774807483,60,80,100,100
28,0.1338992386738472,0.8894182655185544,0.3973031140012829,0.2657584813043188,0.5383936696009364,1.7287556101986767,0.1343235838268853,0.8922369546592424,0.3985622223605474,0.2666007065816032,0.5400999133883119,1.7342342751353916,0.1340658006789925,0.89052464439856,0.397797333415627,0.2660890676912827,0.5390633965542365,1.7309060705275974,0.5144846734098745,0.99684087379931,0.9987576100369993,1.0019228106391582,60,80,100,100
30,0.1064997200421313,0.7074184828549366,0.3160038162432658,0.2113768841260785,0.4282233092050783,1.6652808870453812,0.107154433228089,0.7117673788758095,0.3179464679725433,0.2126763357414372,0.4308558367550107,1.6755182975722878,0.1063258125900764,0.7062633122512847,0.3154878015673517,0.211031718755436,0.4275240470419018,1.6625615864133498,0.4248043007988108,0.9938900037428776,1.0016356089628522,1.0077932217758558,60,80,100,100
32,0.0753566656788069,0.500552471747525,0.2235967749441077,0.1495652494017395,0.3030006157281318,1.668022946002772,0.0751886336481931,0.4994363283048864,0.2230981936999122,0.1492317453601281,0.302324977968958,1.664303549978511,0.0747560590377491,0.4965629754498669,0.221814667061005,0.1483731865463442,0.300585644465648,1.6547284928872883,0.300087281740963,1.002234806279365,1.008034220219588,1.0057864822733034,60,80,100,100
34,0.0741360304310921,0.4924444698230502,0.2199749307142232,0.1471425756593641,0.2980925796797554,1.6798036120669066,0.0746827556053939,0.496076061466579,0.2215971625984693,0.1482276964819491,0.3002908996685086,1.692191528134974,0.0747058034778926,0.4962291556811891,0.221665549779797,0.1482734410855272,0.3003835725527904,1.6927137559808485,0.2931559774521047,0.992679365271542,0.992373108643841,0.999691484845545,60,80,100,100
36,0.0134842852950576,0.0895686171009576,0.0400102987206491,0.0267631333604335,0.0542187835707988,1.547027351098243,0.0134909041678727,0.0896125825964836,0.0400299381062546,0.0267762702655025,0.0542453973085527,1.5477867222517192,0.0134510154679501,0.0893476241198687,0.0399115811622596,0.026697100582257,0.0540850093650542,1.5432103647785829,0.0578972421123468,0.9995093825637869,1.002473406352612,1.0029654787043845,60,80,100,100
38,0.0289881496673789,0.192552176196863,0.0860130516502659,0.0575346559676116,0.1165580658182609,1.926424241115427,0.0320797615259525,0.2130880364761506,0.0951864198550434,0.0636707780281579,0.1289890868606853,2.1318790941093124,0.0321599653532657,0.2136207859501832,0.0954243990299958,0.0638299637528315,0.1293115773642226,2.137209085810723,0.0999531526271557,0.9036273428631172,0.9013737841118444,0.9975060972102368,60,80,100,100
40,0.027013475202606427,0.17943551059953425,0.08015383749966169,0.053615391810280306,0.1086181235012939,1.3300502467423978,0.026895600845059278,0.17865253671800183,0.07980408308897041,0.05338143894724159,0.10814416406328513,1.3242465203738238,0.026891645444942637,0.17862626319213254,0.07979234670570919,0.05337358840874442,0.10812825984751338,1.3240517701293015,0.13490882095545903,1.0043826631063644,1.0045303943157076,1.0001470865784223,60,80,100,100
