arrival_rate,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Dynamic/SRPT_ratio
20,1.718566108421369,1.723238291179933,1.7327176314484467,0.9972887192778398,0.9918327586848368,0.9945292065501814,,,,,60,80,100,100,0.2587249469113779,1.718566108421369,0.7676834319281611,0.5135081397601547,1.040180090293214,0.2594283299411294,1.723238291179933,0.7697704958340036,0.5149041895630767,1.0430079777162555,0.2608554160425648,1.7327176314484467,0.7740049168633067,0.5177366196707024,1.0487454474406408,1.0
22,1.644685232340384,1.6418955293664708,1.6472654542230292,1.001699074590324,0.998433633221634,0.9967400974489014,,,,,60,80,100,100,0.2385931585369651,1.5848418208518835,0.7079487964605795,0.4735512769929519,0.9592420682777596,0.2381884585792846,1.5821536238316418,0.7067479789278203,0.4727480428057951,0.9576150089487416,0.2389674692418959,1.587328158946422,0.7090594436169477,0.4742941956642122,0.9607469503832564,0.963614064070276
24,1.642443319712963,1.6489449808313617,1.6550221885378618,0.9960570781960716,0.9923995769289284,0.996328020404446,,,,,60,80,100,100,0.1892137524086421,1.2568418547134097,0.5614312208819469,0.3755447751610977,0.7607166622882934,0.1899627607198187,1.2618171008730117,0.5636536632004441,0.3770313804116881,0.7637279820007945,0.1906628708913615,1.266467543852469,0.5657310159475756,0.3784209343611929,0.7665427111954248,0.765226927242188
26,1.6263821425947806,1.6982053225508025,1.6404943411784128,0.9577064215956296,0.9913975938658252,1.0351790188626522,,,,,60,80,100,100,0.1730683624851697,1.1495969977293174,0.5135249463064411,0.3434999752905056,0.695805592254644,0.1807112895795576,1.2003647170016676,0.5362028850666575,0.3586693871366156,0.7265332846942449,0.1745700852574317,1.1595721079437105,0.5179808277565187,0.3464805416271714,0.7018431319178828,0.7068431013975686
28,1.7303804204217657,1.73356664454232,1.7327018980650812,0.9981620411706782,0.9986601978990686,1.000499074005866,,,,,60,80,100,100,0.1340250869143837,0.8902542054755334,0.3976765283563751,0.2660082604487788,0.5388356579928582,0.1342718730890573,0.8918934689516074,0.3984087873046811,0.2664980729349268,0.5398278393364804,0.1342048949145455,0.8914485701426829,0.3982100510193428,0.2663651370189717,0.5395585596846992,0.5144846734098745
30,1.6692644411993411,1.673270904150873,1.662923628925732,0.9976056101007952,1.003813050799997,1.0062223394058245,,,,,60,80,100,100,0.1067544803083841,0.7091107137920037,0.3167597357548964,0.2118825233076496,0.4291966673179626,0.1070107056611259,0.7108126764848057,0.3175200024415379,0.2123910703411557,0.4302267980175029,0.1063489662973651,0.7064171094676167,0.3155565027795287,0.2110776734161686,0.4275663351616228,0.4248043007988108
32,1.6678809676058348,1.6636261979934563,1.6548567536941907,1.0025575274166216,1.007870296859574,1.0052992165513357,,,,,60,80,100,100,0.0753502514873132,0.5005098658363222,0.2235777428847808,0.1495525187409303,0.3029388249233535,0.0751580327579553,0.4992330635889095,0.2230073953570458,0.149171009793618,0.3021660270248658,0.0747618535064455,0.4966014648867641,0.2218318602913762,0.1483846872032259,0.3005732244191356,0.300087281740963
34,1.6772396709024744,1.6918652485293344,1.69331989848591,0.9913553531289956,0.9905037272651116,0.9991409479343648,,,,,60,80,100,100,0.0740228740961346,0.4916928351448613,0.2196391755247774,0.1469179869609808,0.2976022249893619,0.0746683556632823,0.4959804106498652,0.221554435381354,0.1481991159852684,0.3001973248543479,0.0747325548188696,0.4964068499797358,0.221744925817922,0.1483265362025818,0.3004554317135928,0.2931559774521047
36,1.5437142301681903,1.5362802910982027,1.5319090915095517,1.0048389210699784,1.0077061613669294,1.002853432761042,,,,,60,80,100,100,0.0134554072873055,0.0893767965363229,0.0399246124798629,0.0267058173102503,0.0540962397871726,0.0133906111767424,0.0889463919661393,0.0397323507705595,0.0265772122777781,0.0538357329248051,0.0133525106853108,0.0886933115652338,0.0396192997626472,0.0265015917676086,0.0536825533683275,0.0578972421123468
38,1.872021428556312,2.1346323032753336,2.144528585332242,0.8769760607875757,0.8729291096235439,0.995385334509134,,,,,60,80,100,100,0.028169515412716,0.1871144435697951,0.0835840166398585,0.0559098596026911,0.1132529716801984,0.032121190842334,0.2133632284121364,0.0953093480850494,0.0637530054725562,0.1291403229165578,0.0322701065895996,0.2143523930030119,0.0957512078797608,0.0640485681899216,0.1297390251185912,0.0999531526271557
40,1.3312392312783532,1.3242831918365656,1.3236753024609063,1.0052526827227497,1.0057143385567324,1.0004592435732005,,,,,60,80,100,100,0.027037623616816324,0.17959591510141426,0.08022549018610568,0.05366332073018972,0.10870230378165804,0.02689634564673263,0.17865748402180304,0.0798062930494382,0.053382917203305943,0.10813430856731006,0.02688399934281252,0.17857547438286148,0.07976965934604714,0.0533584126951995,0.10808467137661887,0.13490882095545903
