arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
30,13.000000,262144,285209268.883251
30,15.300000,32768,294118160.082115
30,19.700000,4096,269416722.372008
30,32.300000,512,280255986.236755
30,90.000000,18,278813970.609269
30,90.000000,27,277858338.051234
30,90.000000,36,279380204.214646
