arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
36,13.000000,262144,219771696.418136
36,15.300000,32768,258736981.440327
36,19.700000,4096,249963287.937687
36,32.300000,512,250780266.976129
36,90.000000,18,251080857.567288
36,90.000000,27,252547967.746743
36,90.000000,36,251706319.697996
