arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
26,13.000000,262144,293683303.374899
26,15.300000,32768,299787480.877490
26,19.700000,4096,299212908.870328
26,32.300000,512,297436524.896918
26,90.000000,18,297906995.107246
26,90.000000,27,297727346.485471
26,90.000000,36,298200584.716243
