arrival_rate,bp_parameter_L,bp_parameter_H,FCFS_L2_norm_flow_time
40,13.000000,262144,231241123.151400
40,15.300000,32768,223787382.586067
40,19.700000,4096,227301487.309808
40,32.300000,512,234659399.456549
40,90.000000,18,230768848.672696
40,90.000000,27,232718162.318688
40,90.000000,36,233938105.000638
