frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,326781.360246,235409.000000,40.570926
4,403528.627984,287338.000000,4691.892795
8,99915.828746,62886.000000,28.372522
16,467014.857541,353819.000000,37.175261
32,101471.003232,62908.000000,127.149518
64,170813.364738,120200.000000,353.435991
128,55898.590895,28547.000000,903.795884
256,241861.458972,167338.000000,441.455547
512,169391.680262,83699.000000,35774.546706
1024,211598.386263,109357.000000,2068.521211
2048,303145.267997,195258.000000,44543.095346
4096,492317.756896,242020.000000,33780.564116
8192,298964.157890,120250.000000,40981.976843
16384,917446.287129,322267.000000,161327.251811
32768,103079.256395,73835.000000,12222.723919
65536,625097.792715,226241.000000,486068.989991
