frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,104187.544630,71775.000000,30.083218
4,132025.842485,88837.000000,60.448325
8,279558.815320,220850.000000,19.131126
16,171415.309033,116907.000000,103.788246
32,75582.262125,41137.000000,639.271460
64,99433.825487,55684.000000,1995.177686
128,468557.401445,264563.000000,1089.365871
256,194529.735167,132637.000000,8587.786909
512,167500.535265,113306.000000,2676.156572
1024,288163.073148,186894.000000,18030.270741
2048,360405.029253,132452.000000,6326.701431
4096,401212.755378,237629.000000,71141.800230
8192,657255.096059,243040.000000,277216.824769
16384,263568.532319,66934.000000,159044.610924
32768,876875.209537,233210.000000,662018.450840
65536,117494.473083,78837.000000,0.000000
