frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,214990.959056,184576.000000,36.932371
4,139020.282437,98562.000000,112.995575
8,57360.092399,26739.000000,79.265377
16,271307.352162,202848.000000,406.044333
32,88009.000318,46685.000000,150.089973
64,199487.499689,137127.000000,1707.876166
128,211680.233539,105829.000000,1455.997253
256,102904.281524,65833.000000,1954.440841
512,170729.800984,139875.000000,3809.078366
1024,190110.799922,127035.000000,25757.082502
2048,374868.404782,291199.000000,24356.502992
4096,246277.638666,173255.000000,92353.488034
8192,388579.706211,321012.000000,89136.472984
16384,330235.205290,183299.000000,72317.544268
32768,454841.223047,199098.000000,201290.301413
65536,761957.920335,239411.000000,401871.791090
