frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,494711.877931,310164.000000,20.049938
4,370773.957674,264328.000000,37.496667
8,102602.954670,79305.000000,88.836929
16,108413.074760,89931.000000,98.122373
32,363513.848299,220187.000000,287.339520
64,132412.185999,93099.000000,134.562253
128,390151.942903,287519.000000,1728.434841
256,415857.557238,321264.000000,10046.463756
512,358949.769473,283664.000000,4816.198501
1024,344843.807198,197172.000000,58023.145563
2048,189924.064112,96442.000000,81926.765394
4096,385453.299826,274110.000000,66500.804897
8192,223959.563111,146794.000000,183359.175399
16384,147936.102304,65569.000000,124032.846916
32768,286822.894388,190341.000000,85272.905920
65536,689400.670334,92292.000000,53062.517920
