frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,373684.266699,325738.000000,85.094066
4,187913.079303,112555.000000,30.298515
8,261458.287576,246634.000000,45.475268
16,299814.699866,198511.000000,63.898357
32,190065.365396,102703.000000,275.327078
64,316456.416151,171311.000000,634.003155
128,125285.909615,111131.000000,2284.302738
256,321486.257325,290829.000000,43283.688463
512,94136.435114,61507.000000,33722.034770
1024,197496.651840,172302.000000,2652.914624
2048,152093.873272,79927.000000,9548.402222
4096,188491.966410,137780.000000,144292.210282
8192,869303.780398,283340.000000,499567.070739
16384,535446.357635,245307.000000,338437.781176
32768,1049640.101649,144245.000000,971773.771633
65536,2749835.097600,215037.000000,2696297.418399
