frequency,SRPT_L2_norm_flow_time,SRPT_maximum_flow_time,SRPT_longest_H_L2_norm
2,85232.260582,36481.000000,23.853721
4,74896.614523,30480.000000,1273.578816
8,259675.141588,215553.000000,59.682493
16,457954.299634,429900.000000,406.551350
32,129853.055428,117219.000000,152.620444
64,275315.198491,173033.000000,121.782593
128,130262.103814,86978.000000,272.099247
256,348976.701327,252722.000000,8202.628725
512,355202.481700,250141.000000,81367.191140
1024,174960.017024,129721.000000,47480.812388
2048,208640.463365,86268.000000,86232.798986
4096,125062.983724,47743.000000,4396.532042
8192,204807.347346,83624.000000,53675.279794
16384,310280.624337,201160.000000,79640.017020
32768,507639.218905,202657.000000,439063.220985
65536,2620739.765120,190380.000000,2381211.692446
