arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
20,250.000000,100,28890260.421678
20,1000.000000,400,119993048.991214
20,50.000000,25,4106407.950361
20,4.073000,262144,5250141.135962
20,4.639000,32768,8654693.678403
20,5.649000,4096,12437904.837686
20,7.918000,512,26491000.439003
20,16.772000,64,55416232.380045
20,30.000000,12,57025504.054285
20,30.000000,9,59617928.176993
20,30.000000,6,63351007.042388
