arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
24,4.073000,262144,2882479.373231
24,4.639000,32768,4151170.294892
24,5.649000,4096,8866528.410606
24,7.918000,512,16706799.582703
24,16.772000,64,28916513.250375
