arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs1_mode1_L2_norm_flow_time
32,50.000000,25,2911011.877549
32,250.000000,100,27830149.319889
32,1000.000000,400,119296745.800352
32,4.073000,262144,228137.806786
32,4.639000,32768,535691.740590
32,16.772000,64,206747.946853
32,30.000000,6,177046.624164
32,30.000000,9,345440.616347
32,5.649000,4096,260887.977632
32,30.000000,12,291912.022312
32,7.918000,512,369558.750693
