arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
36.00,30.00,18,82.00,18.00,500
40.00,30.00,15,85.60,14.40,500
40.00,4.07,262144,0.40,99.60,500
40.00,16.77,64,95.80,4.20,500
40.00,30.00,18,74.20,25.80,500
40.00,5.65,4096,0.20,99.80,500
38.00,4.07,262144,0.40,99.60,500
40.00,4.64,32768,0.80,99.20,500
36.00,30.00,12,97.20,2.80,500
34.00,30.00,15,93.00,7.00,500
38.00,16.77,64,96.20,3.80,500
32.00,30.00,12,98.80,1.20,500
40.00,30.00,12,93.40,6.60,500
32.00,30.00,15,96.00,4.00,500
36.00,16.77,64,96.80,3.20,500
34.00,30.00,9,99.80,0.20,500
32.00,30.00,9,99.80,0.20,500
32.00,16.77,64,99.20,0.80,500
40.00,30.00,6,99.80,0.20,500
36.00,30.00,9,99.80,0.20,500
34.00,30.00,6,99.80,0.20,500
32.00,30.00,6,99.80,0.20,500
38.00,30.00,15,89.00,11.00,500
38.00,30.00,9,99.20,0.80,500
34.00,30.00,12,99.00,1.00,500
38.00,4.64,32768,0.40,99.60,500
38.00,30.00,12,95.80,4.20,500
38.00,30.00,6,99.80,0.20,500
36.00,4.07,262144,1.20,98.80,500
36.00,30.00,6,99.80,0.20,500
34.00,4.64,32768,0.20,99.80,500
34.00,30.00,18,88.00,12.00,500
38.00,30.00,18,78.80,21.20,500
40.00,7.92,512,0.40,99.60,500
30.00,4.64,32768,0.40,99.60,500
40.00,30.00,9,98.80,1.20,500
34.00,16.77,64,97.80,2.20,500
34.00,7.92,512,0.40,99.60,500
32.00,30.00,18,92.60,7.40,500
38.00,5.65,4096,0.00,100.00,500
34.00,4.07,262144,0.40,99.60,500
32.00,7.92,512,0.60,99.40,500
34.00,5.65,4096,0.00,100.00,500
36.00,4.64,32768,0.80,99.20,500
38.00,7.92,512,0.40,99.60,500
32.00,5.65,4096,0.00,100.00,500
36.00,7.92,512,0.60,99.40,500
28.00,5.65,4096,0.20,99.80,500
26.00,4.64,32768,0.00,100.00,500
36.00,30.00,15,90.60,9.40,500
28.00,4.64,32768,0.20,99.80,500
30.00,30.00,9,99.80,0.20,500
30.00,4.07,262144,0.00,100.00,500
30.00,5.65,4096,0.40,99.60,500
36.00,5.65,4096,0.40,99.60,500
26.00,4.07,262144,0.00,100.00,500
32.00,4.07,262144,0.60,99.40,500
30.00,30.00,12,99.80,0.20,500
30.00,16.77,64,99.80,0.20,500
30.00,7.92,512,0.40,99.60,500
30.00,30.00,6,99.80,0.20,500
20.00,4.64,32768,0.40,99.60,500
24.00,5.65,4096,0.40,99.60,500
24.00,4.07,262144,0.40,99.60,500
32.00,4.64,32768,0.20,99.80,500
24.00,4.64,32768,0.00,100.00,500
22.00,4.64,32768,0.00,100.00,500
20.00,4.07,262144,0.40,99.60,500
26.00,5.65,4096,0.60,99.40,500
22.00,4.07,262144,0.20,99.80,500
28.00,7.92,512,0.40,99.60,500
28.00,4.07,262144,0.20,99.80,500
30.00,30.00,15,98.20,1.80,500
30.00,30.00,18,95.40,4.60,500
20.00,5.65,4096,0.00,100.00,500
26.00,7.92,512,1.40,98.60,500
22.00,5.65,4096,0.60,99.40,500
24.00,7.92,512,1.80,98.20,500
22.00,7.92,512,0.80,99.20,500
28.00,30.00,9,99.80,0.20,500
28.00,30.00,15,98.60,1.40,500
28.00,30.00,12,99.80,0.20,500
28.00,30.00,6,99.80,0.20,500
28.00,16.77,64,99.80,0.20,500
28.00,30.00,18,95.40,4.60,500
26.00,30.00,15,98.60,1.40,500
20.00,7.92,512,0.80,99.20,500
26.00,30.00,12,99.60,0.40,500
26.00,16.77,64,99.80,0.20,500
26.00,30.00,18,95.60,4.40,500
24.00,30.00,15,99.00,1.00,500
26.00,30.00,9,99.80,0.20,500
26.00,30.00,6,99.80,0.20,500
24.00,16.77,64,99.40,0.60,500
24.00,30.00,18,95.80,4.20,500
22.00,30.00,18,88.40,11.60,500
24.00,30.00,6,99.80,0.20,500
24.00,30.00,12,99.80,0.20,500
22.00,30.00,9,99.80,0.20,500
24.00,30.00,9,99.80,0.20,500
20.00,30.00,15,94.20,5.80,500
22.00,30.00,6,99.80,0.20,500
22.00,16.77,64,99.00,1.00,500
22.00,30.00,12,99.60,0.40,500
20.00,30.00,12,99.40,0.60,500
20.00,16.77,64,97.20,2.80,500
20.00,30.00,9,99.80,0.20,500
20.00,30.00,18,77.00,23.00,500
22.00,30.00,15,98.00,2.00,500
20.00,30.00,6,99.80,0.20,500
