frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_max_flow_time,Dynamic_BAL_njobs100_mode2_max_flow_time,Dynamic_BAL_njobs100_mode3_max_flow_time,Dynamic_BAL_njobs100_mode4_max_flow_time,Dynamic_BAL_njobs100_mode5_max_flow_time,Dynamic_BAL_njobs100_mode6_max_flow_time,Dynamic_BAL_njobs100_mode7_max_flow_time
1024,197434.126890,197434.126890,197434.126890,197434.126890,197434.126890,197434.126890,197434.126890,53207.000000,53207.000000,53207.000000,53207.000000,53207.000000,53207.000000,53207.000000
128,14288.998145,14142.222845,14142.222845,14142.222845,14288.998145,14142.222845,14142.222845,8542.000000,8542.000000,8542.000000,8542.000000,8542.000000,8542.000000,8542.000000
16384,522744.635403,522744.635403,505946.230160,451326.863951,522744.635403,428762.507558,428762.507558,29201.000000,29201.000000,29201.000000,48330.000000,29201.000000,52954.000000,52954.000000
16,8092.693495,8092.693495,8092.693495,8092.693495,8092.693495,8092.693495,8092.693495,3705.000000,3705.000000,3705.000000,3705.000000,3705.000000,3705.000000,3705.000000
2048,45942.633240,47067.155162,48127.237184,45678.334854,45942.633240,51504.254824,48127.237184,7894.000000,8920.000000,11661.000000,5786.000000,7894.000000,18650.000000,11661.000000
256,176649.087399,176649.087399,176649.087399,176649.087399,176649.087399,176649.087399,176649.087399,42428.000000,42428.000000,42428.000000,42428.000000,42428.000000,42428.000000,42428.000000
2,11545.322776,10425.099328,10425.099328,10425.099328,11545.322776,10425.099328,10425.099328,6971.000000,6971.000000,6971.000000,6971.000000,6971.000000,6971.000000,6971.000000
32768,593389.815661,593389.815661,593389.815661,593389.815661,593389.815661,593389.815661,593389.815661,81412.000000,81412.000000,81412.000000,81412.000000,81412.000000,81412.000000,81412.000000
32,269127.628032,269127.628032,269127.628032,269127.628032,269127.628032,269127.628032,269127.628032,55945.000000,55945.000000,55945.000000,55945.000000,55945.000000,55945.000000,55945.000000
4096,125983.258308,125983.258308,125983.258308,125983.258308,125983.258308,125983.258308,125983.258308,30836.000000,30836.000000,30836.000000,30836.000000,30836.000000,30836.000000,30836.000000
4,248514.015333,248514.015333,248514.015333,248514.015333,248514.015333,248514.015333,248514.015333,58322.000000,58322.000000,58322.000000,58322.000000,58322.000000,58322.000000,58322.000000
512,493824.090653,307384.032095,307384.032095,327800.881576,493824.090653,307384.032095,307384.032095,31814.000000,48641.000000,48641.000000,48641.000000,31814.000000,48641.000000,48641.000000
64,394254.441251,394254.441251,394254.441251,394254.441251,394254.441251,394254.441251,394254.441251,75093.000000,75093.000000,75093.000000,75093.000000,75093.000000,75093.000000,75093.000000
65536,138435.331169,138435.331169,138435.331169,138435.331169,138435.331169,138435.331169,138435.331169,60435.000000,60435.000000,60435.000000,60435.000000,60435.000000,60435.000000,60435.000000
8192,202985.366359,202985.366359,202985.366359,202985.366359,202985.366359,202985.366359,202985.366359,46783.000000,46783.000000,46783.000000,46783.000000,46783.000000,46783.000000,46783.000000
8,14882.197418,14882.197418,14882.197418,14882.197418,14882.197418,14882.197418,14882.197418,7488.000000,7488.000000,7488.000000,7488.000000,7488.000000,7488.000000,7488.000000
